"Year","GEO","Industry","VA_EXP","GDP"
2017,"Nova Scotia","Other federal government services [GS911]",23603,43314
2017,"Nova Scotia","Other provincial and territorial government services [GS912]",11833,43314
2017,"Nova Scotia","Other municipal government services [GS913]",21512,43314
2017,"Nunavut","Total industries",554318,3031
2017,"Nunavut","Fishing, hunting and trapping [BS114]",956,3031
2017,"Nunavut","Mining, quarrying, and oil and gas extraction [BS210]",528658,3031
2017,"Nunavut","Utilities [BS220]",87,3031
2017,"Nunavut","Other activities of the construction industry [BS23E]",257,3031
2017,"Nunavut","Manufacturing [BS3A0]",267,3031
2017,"Nunavut","Wholesale trade [BS410]",23,3031
2017,"Nunavut","Retail trade [BS4A0]",180,3031
2017,"Nunavut","Transportation and warehousing [BS4B0]",2284,3031
2017,"Nunavut","Information and cultural industries [BS510]",6658,3031
2017,"Nunavut","Finance, insurance, real estate, rental and leasing and holding companies [BS5B0]",1458,3031
2017,"Nunavut","Professional, scientific and technical services [BS540]",2576,3031
2017,"Nunavut","Administrative and support, waste management and remediation services [BS560]",1137,3031
2017,"Nunavut","Health care and social assistance [BS620]",2,3031
2017,"Nunavut","Arts, entertainment and recreation [BS710]",509,3031
2017,"Nunavut","Accommodation and food services [BS720]",3664,3031
2017,"Nunavut","Other services (except public administration) [BS810]",65,3031
2017,"Nunavut","Non-profit institutions serving households [NP000]",308,3031
2017,"Nunavut","Government education services [GS610]",34,3031
2017,"Nunavut","Other federal government services [GS911]",482,3031
2017,"Nunavut","Other provincial and territorial government services [GS912]",929,3031
2017,"Nunavut","Other municipal government services [GS913]",3782,3031
2017,"Ontario","Total industries",160306044,824979
2017,"Ontario","Crop and animal production [BS11A]",3385658,824979
2017,"Ontario","Forestry and logging [BS113]",19949,824979
2017,"Ontario","Fishing, hunting and trapping [BS114]",10319,824979
2017,"Ontario","Support activities for agriculture and forestry [BS115]",2830,824979
2017,"Ontario","Mining, quarrying, and oil and gas extraction [BS210]",1286896,824979
2017,"Ontario","Utilities [BS220]",748056,824979
2017,"Ontario","Other activities of the construction industry [BS23E]",169653,824979
2017,"Ontario","Manufacturing [BS3A0]",92800394,824979
2017,"Ontario","Wholesale trade [BS410]",12980048,824979
2017,"Ontario","Retail trade [BS4A0]",254843,824979
2017,"Ontario","Transportation and warehousing [BS4B0]",8704641,824979
2017,"Ontario","Information and cultural industries [BS510]",3676789,824979
2017,"Ontario","Finance, insurance, real estate, rental and leasing and holding companies [BS5B0]",8974773,824979
2017,"Ontario","Professional, scientific and technical services [BS540]",10540395,824979
2017,"Ontario","Administrative and support, waste management and remediation services [BS560]",5339828,824979
2017,"Ontario","Educational services [BS610]",87777,824979
2017,"Ontario","Health care and social assistance [BS620]",71,824979
2017,"Ontario","Arts, entertainment and recreation [BS710]",1243596,824979
2017,"Ontario","Accommodation and food services [BS720]",4454288,824979
2017,"Ontario","Other services (except public administration) [BS810]",53640,824979
2017,"Ontario","Non-profit institutions serving households [NP000]",537311,824979
2017,"Ontario","Government education services [GS610]",2839507,824979
2017,"Ontario","Government health services [GS620]",545741,824979
2017,"Ontario","Other federal government services [GS911]",1002410,824979
2017,"Ontario","Other provincial and territorial government services [GS912]",275756,824979
2017,"Ontario","Other municipal government services [GS913]",370875,824979
2017,"Prince Edward Island","Total industries",1129205,6790
2017,"Prince Edward Island","Crop and animal production [BS11A]",86749,6790
2017,"Prince Edward Island","Forestry and logging [BS113]",3,6790
2017,"Prince Edward Island","Fishing, hunting and trapping [BS114]",40208,6790
2017,"Prince Edward Island","Support activities for agriculture and forestry [BS115]",0,6790
2017,"Prince Edward Island","Mining, quarrying, and oil and gas extraction [BS210]",2816,6790
2017,"Prince Edward Island","Utilities [BS220]",81,6790
2017,"Prince Edward Island","Other activities of the construction industry [BS23E]",91,6790
2017,"Prince Edward Island","Manufacturing [BS3A0]",677667,6790
2017,"Prince Edward Island","Wholesale trade [BS410]",52330,6790
2017,"Prince Edward Island","Retail trade [BS4A0]",2329,6790
2017,"Prince Edward Island","Transportation and warehousing [BS4B0]",116959,6790
2017,"Prince Edward Island","Information and cultural industries [BS510]",5189,6790
2017,"Prince Edward Island","Finance, insurance, real estate, rental and leasing and holding companies [BS5B0]",26871,6790
2017,"Prince Edward Island","Professional, scientific and technical services [BS540]",14119,6790
2017,"Prince Edward Island","Administrative and support, waste management and remediation services [BS560]",8663,6790
2017,"Prince Edward Island","Educational services [BS610]",1015,6790
2017,"Prince Edward Island","Health care and social assistance [BS620]",2,6790
2017,"Prince Edward Island","Arts, entertainment and recreation [BS710]",7437,6790
2017,"Prince Edward Island","Accommodation and food services [BS720]",56022,6790
2017,"Prince Edward Island","Other services (except public administration) [BS810]",478,6790
2017,"Prince Edward Island","Non-profit institutions serving households [NP000]",3391,6790
2017,"Prince Edward Island","Government education services [GS610]",21696,6790
2017,"Prince Edward Island","Government health services [GS620]",1322,6790
2017,"Prince Edward Island","Other federal government services [GS911]",958,6790
2017,"Prince Edward Island","Other provincial and territorial government services [GS912]",1694,6790
2017,"Prince Edward Island","Other municipal government services [GS913]",1114,6790
2017,"Quebec","Total industries",77558878,418674
2017,"Quebec","Crop and animal production [BS11A]",1431451,418674
2017,"Quebec","Forestry and logging [BS113]",6271,418674
2017,"Quebec","Fishing, hunting and trapping [BS114]",14238,418674
2017,"Quebec","Support activities for agriculture and forestry [BS115]",1066,418674
2017,"Quebec","Mining, quarrying, and oil and gas extraction [BS210]",2178620,418674
2017,"Quebec","Utilities [BS220]",1392866,418674
2017,"Quebec","Other activities of the construction industry [BS23E]",26183,418674
2017,"Quebec","Manufacturing [BS3A0]",45126499,418674
2017,"Quebec","Wholesale trade [BS410]",6184406,418674
2017,"Quebec","Retail trade [BS4A0]",278539,418674
2017,"Quebec","Transportation and warehousing [BS4B0]",5575744,418674
2017,"Quebec","Information and cultural industries [BS510]",1625845,418674
2017,"Quebec","Finance, insurance, real estate, rental and leasing and holding companies [BS5B0]",2694511,418674
2017,"Quebec","Professional, scientific and technical services [BS540]",5268987,418674
2017,"Quebec","Administrative and support, waste management and remediation services [BS560]",1463934,418674
2017,"Quebec","Educational services [BS610]",5553,418674
2017,"Quebec","Health care and social assistance [BS620]",19,418674
2017,"Quebec","Arts, entertainment and recreation [BS710]",553903,418674
2017,"Quebec","Accommodation and food services [BS720]",2076361,418674
2017,"Quebec","Other services (except public administration) [BS810]",62174,418674
2017,"Quebec","Non-profit institutions serving households [NP000]",116237,418674
2017,"Quebec","Government education services [GS610]",827721,418674
2017,"Quebec","Government health services [GS620]",176353,418674
2017,"Quebec","Other federal government services [GS911]",284131,418674
2017,"Quebec","Other provincial and territorial government services [GS912]",100721,418674
2017,"Quebec","Other municipal government services [GS913]",86549,418674
2017,"Saskatchewan","Total industries",26469853,80257
2017,"Saskatchewan","Crop and animal production [BS11A]",6278001,80257
2017,"Saskatchewan","Forestry and logging [BS113]",198,80257
2017,"Saskatchewan","Fishing, hunting and trapping [BS114]",1068,80257
2017,"Saskatchewan","Support activities for agriculture and forestry [BS115]",6,80257
2017,"Saskatchewan","Mining, quarrying, and oil and gas extraction [BS210]",12500249,80257
2017,"Saskatchewan","Utilities [BS220]",12889,80257
2017,"Saskatchewan","Other activities of the construction industry [BS23E]",524,80257
2017,"Saskatchewan","Manufacturing [BS3A0]",3412253,80257
2017,"Saskatchewan","Wholesale trade [BS410]",1665028,80257
2017,"Saskatchewan","Retail trade [BS4A0]",8061,80257
2017,"Saskatchewan","Transportation and warehousing [BS4B0]",1769178,80257
2017,"Saskatchewan","Information and cultural industries [BS510]",102663,80257
2017,"Saskatchewan","Finance, insurance, real estate, rental and leasing and holding companies [BS5B0]",181510,80257
2017,"Saskatchewan","Professional, scientific and technical services [BS540]",134632,80257
2017,"Saskatchewan","Administrative and support, waste management and remediation services [BS560]",127340,80257
2017,"Saskatchewan","Educational services [BS610]",2,80257
2017,"Saskatchewan","Health care and social assistance [BS620]",11,80257
2017,"Saskatchewan","Arts, entertainment and recreation [BS710]",24555,80257
2017,"Saskatchewan","Accommodation and food services [BS720]",101240,80257
2017,"Saskatchewan","Other services (except public administration) [BS810]",2622,80257
2017,"Saskatchewan","Non-profit institutions serving households [NP000]",9621,80257
2017,"Saskatchewan","Government education services [GS610]",88551,80257
2017,"Saskatchewan","Government health services [GS620]",12330,80257
2017,"Saskatchewan","Other federal government services [GS911]",8668,80257
2017,"Saskatchewan","Other provincial and territorial government services [GS912]",14574,80257
2017,"Saskatchewan","Other municipal government services [GS913]",14078,80257
2017,"Yukon","Total industries",179953,2883
2017,"Yukon","Crop and animal production [BS11A]",18,2883
2017,"Yukon","Forestry and logging [BS113]",0,2883
2017,"Yukon","Fishing, hunting and trapping [BS114]",357,2883
2017,"Yukon","Mining, quarrying, and oil and gas extraction [BS210]",107257,2883
2017,"Yukon","Utilities [BS220]",19,2883
2017,"Yukon","Other activities of the construction industry [BS23E]",64,2883
2017,"Yukon","Manufacturing [BS3A0]",755,2883
2017,"Yukon","Wholesale trade [BS410]",1207,2883
2017,"Yukon","Retail trade [BS4A0]",1065,2883
2017,"Yukon","Transportation and warehousing [BS4B0]",12316,2883
2017,"Yukon","Information and cultural industries [BS510]",4308,2883
2017,"Yukon","Finance, insurance, real estate, rental and leasing and holding companies [BS5B0]",7495,2883
2017,"Yukon","Professional, scientific and technical services [BS540]",6617,2883
2017,"Yukon","Administrative and support, waste management and remediation services [BS560]",1466,2883
2017,"Yukon","Health care and social assistance [BS620]",9,2883
2017,"Yukon","Arts, entertainment and recreation [BS710]",2992,2883
2017,"Yukon","Accommodation and food services [BS720]",30151,2883
2017,"Yukon","Other services (except public administration) [BS810]",109,2883
2017,"Yukon","Non-profit institutions serving households [NP000]",1077,2883
2017,"Yukon","Government education services [GS610]",36,2883
2017,"Yukon","Government health services [GS620]",912,2883
2017,"Yukon","Other federal government services [GS911]",526,2883
2017,"Yukon","Other provincial and territorial government services [GS912]",416,2883
2017,"Yukon","Other municipal government services [GS913]",784,2883
2018,"Alberta","Total industries",96641107,346160
2018,"Alberta","Crop and animal production [BS11A]",3153252,346160
2018,"Alberta","Forestry and logging [BS113]",1067,346160
2018,"Alberta","Fishing, hunting and trapping [BS114]",65,346160
2018,"Alberta","Support activities for agriculture and forestry [BS115]",662,346160
2018,"Alberta","Mining, quarrying, and oil and gas extraction [BS210]",57012209,346160
2018,"Alberta","Utilities [BS220]",16506,346160
2018,"Alberta","Other activities of the construction industry [BS23E]",50081,346160
2018,"Alberta","Manufacturing [BS3A0]",18613944,346160
2018,"Alberta","Wholesale trade [BS410]",3026067,346160
2018,"Alberta","Retail trade [BS4A0]",78455,346160
2018,"Alberta","Transportation and warehousing [BS4B0]",8712919,346160
2018,"Alberta","Information and cultural industries [BS510]",231052,346160
2018,"Alberta","Finance, insurance, real estate, rental and leasing and holding companies [BS5B0]",983159,346160
2018,"Alberta","Professional, scientific and technical services [BS540]",2059212,346160
2018,"Alberta","Administrative and support, waste management and remediation services [BS560]",417940,346160
2018,"Alberta","Educational services [BS610]",13685,346160
2018,"Alberta","Health care and social assistance [BS620]",244,346160
2018,"Alberta","Arts, entertainment and recreation [BS710]",220647,346160
2018,"Alberta","Accommodation and food services [BS720]",1312653,346160
2018,"Alberta","Other services (except public administration) [BS810]",60920,346160
2018,"Alberta","Non-profit institutions serving households [NP000]",61113,346160
2018,"Alberta","Government education services [GS610]",429607,346160
2018,"Alberta","Government health services [GS620]",33568,346160
2018,"Alberta","Other federal government services [GS911]",33516,346160
2018,"Alberta","Other provincial and territorial government services [GS912]",65317,346160
2018,"Alberta","Other municipal government services [GS913]",52676,346160
2018,"Alberta","Other aboriginal government services [GS914]",568,346160
2018,"British Columbia","Total industries",59007248,297392
2018,"British Columbia","Crop and animal production [BS11A]",1935618,297392
2018,"British Columbia","Forestry and logging [BS113]",495789,297392
2018,"British Columbia","Fishing, hunting and trapping [BS114]",228017,297392
2018,"British Columbia","Support activities for agriculture and forestry [BS115]",360,297392
2018,"British Columbia","Mining, quarrying, and oil and gas extraction [BS210]",10240469,297392
2018,"British Columbia","Utilities [BS220]",535162,297392
2018,"British Columbia","Other activities of the construction industry [BS23E]",14406,297392
2018,"British Columbia","Manufacturing [BS3A0]",18470852,297392
2018,"British Columbia","Wholesale trade [BS410]",3444091,297392
2018,"British Columbia","Retail trade [BS4A0]",205814,297392
2018,"British Columbia","Transportation and warehousing [BS4B0]",7656206,297392
2018,"British Columbia","Information and cultural industries [BS510]",2249129,297392
2018,"British Columbia","Finance, insurance, real estate, rental and leasing and holding companies [BS5B0]",1807260,297392
2018,"British Columbia","Professional, scientific and technical services [BS540]",4483039,297392
2018,"British Columbia","Administrative and support, waste management and remediation services [BS560]",1006710,297392
2018,"British Columbia","Educational services [BS610]",45345,297392
2018,"British Columbia","Health care and social assistance [BS620]",458,297392
2018,"British Columbia","Arts, entertainment and recreation [BS710]",670234,297392
2018,"British Columbia","Accommodation and food services [BS720]",3336915,297392
2018,"British Columbia","Other services (except public administration) [BS810]",56199,297392
2018,"British Columbia","Non-profit institutions serving households [NP000]",369774,297392
2018,"British Columbia","Government education services [GS610]",1246418,297392
2018,"British Columbia","Government health services [GS620]",97699,297392
2018,"British Columbia","Other federal government services [GS911]",94846,297392
2018,"British Columbia","Other provincial and territorial government services [GS912]",124610,297392
2018,"British Columbia","Other municipal government services [GS913]",191820,297392
2018,"Canada","Total industries",474564738,2235675
2018,"Canada","Crop and animal production [BS11A]",18170322,2235675
2018,"Canada","Forestry and logging [BS113]",530101,2235675
2018,"Canada","Fishing, hunting and trapping [BS114]",971442,2235675
2018,"Canada","Support activities for agriculture and forestry [BS115]",4259,2235675
2018,"Canada","Mining, quarrying, and oil and gas extraction [BS210]",97507685,2235675
2018,"Canada","Utilities [BS220]",3322715,2235675
2018,"Canada","Residential building construction [BS23A]",0,2235675
2018,"Canada","Other activities of the construction industry [BS23E]",298525,2235675
2018,"Canada","Manufacturing [BS3A0]",196272780,2235675
2018,"Canada","Wholesale trade [BS410]",29551664,2235675
2018,"Canada","Retail trade [BS4A0]",917016,2235675
2018,"Canada","Transportation and warehousing [BS4B0]",37239988,2235675
2018,"Canada","Information and cultural industries [BS510]",9367267,2235675
2018,"Canada","Finance, insurance, real estate, rental and leasing and holding companies [BS5B0]",16639412,2235675
2018,"Canada","Professional, scientific and technical services [BS540]",27364879,2235675
2018,"Canada","Administrative and support, waste management and remediation services [BS560]",8894210,2235675
2018,"Canada","Educational services [BS610]",90420,2235675
2018,"Canada","Health care and social assistance [BS620]",5163,2235675
2018,"Canada","Arts, entertainment and recreation [BS710]",2826360,2235675
2018,"Canada","Accommodation and food services [BS720]",12455325,2235675
2018,"Canada","Other services (except public administration) [BS810]",252423,2235675
2018,"Canada","Non-profit institutions serving households [NP000]",1232007,2235675
2018,"Canada","Government education services [GS610]",6721906,2235675
2018,"Canada","Government health services [GS620]",967881,2235675
2018,"Canada","Other federal government services [GS911]",1525758,2235675
2018,"Canada","Other provincial and territorial government services [GS912]",656953,2235675
2018,"Canada","Other municipal government services [GS913]",777402,2235675
2018,"Canada","Other aboriginal government services [GS914]",886,2235675
2018,"Manitoba","Total industries",12288949,73372
2018,"Manitoba","Crop and animal production [BS11A]",1942550,73372
2018,"Manitoba","Forestry and logging [BS113]",81,73372
2018,"Manitoba","Fishing, hunting and trapping [BS114]",5153,73372
2018,"Manitoba","Mining, quarrying, and oil and gas extraction [BS210]",460345,73372
2018,"Manitoba","Utilities [BS220]",359011,73372
2018,"Manitoba","Other activities of the construction industry [BS23E]",9277,73372
2018,"Manitoba","Manufacturing [BS3A0]",5510353,73372
2018,"Manitoba","Wholesale trade [BS410]",781756,73372
2018,"Manitoba","Retail trade [BS4A0]",41966,73372
2018,"Manitoba","Transportation and warehousing [BS4B0]",1707470,73372
2018,"Manitoba","Information and cultural industries [BS510]",125529,73372
2018,"Manitoba","Finance, insurance, real estate, rental and leasing and holding companies [BS5B0]",307861,73372
2018,"Manitoba","Professional, scientific and technical services [BS540]",300597,73372
2018,"Manitoba","Administrative and support, waste management and remediation services [BS560]",172915,73372
2018,"Manitoba","Educational services [BS610]",24,73372
2018,"Manitoba","Health care and social assistance [BS620]",103,73372
2018,"Manitoba","Arts, entertainment and recreation [BS710]",84471,73372
2018,"Manitoba","Accommodation and food services [BS720]",241723,73372
2018,"Manitoba","Other services (except public administration) [BS810]",3754,73372
2018,"Manitoba","Non-profit institutions serving households [NP000]",23425,73372
2018,"Manitoba","Government education services [GS610]",142287,73372
2018,"Manitoba","Government health services [GS620]",20142,73372
2018,"Manitoba","Other federal government services [GS911]",26701,73372
2018,"Manitoba","Other provincial and territorial government services [GS912]",9502,73372
2018,"Manitoba","Other municipal government services [GS913]",11637,73372
2018,"Manitoba","Other aboriginal government services [GS914]",318,73372
2018,"New Brunswick","Total industries",5670756,37158
2018,"New Brunswick","Crop and animal production [BS11A]",168723,37158
2018,"New Brunswick","Forestry and logging [BS113]",7054,37158
2018,"New Brunswick","Fishing, hunting and trapping [BS114]",132470,37158
2018,"New Brunswick","Support activities for agriculture and forestry [BS115]",175,37158
2018,"New Brunswick","Mining, quarrying, and oil and gas extraction [BS210]",91920,37158
2018,"New Brunswick","Utilities [BS220]",100216,37158
2018,"New Brunswick","Other activities of the construction industry [BS23E]",381,37158
2018,"New Brunswick","Manufacturing [BS3A0]",3339470,37158
2018,"New Brunswick","Wholesale trade [BS410]",261303,37158
2018,"New Brunswick","Retail trade [BS4A0]",7616,37158
2018,"New Brunswick","Transportation and warehousing [BS4B0]",840138,37158
2018,"New Brunswick","Information and cultural industries [BS510]",43329,37158
2018,"New Brunswick","Finance, insurance, real estate, rental and leasing and holding companies [BS5B0]",116565,37158
2018,"New Brunswick","Professional, scientific and technical services [BS540]",198402,37158
2018,"New Brunswick","Administrative and support, waste management and remediation services [BS560]",95027,37158
2018,"New Brunswick","Educational services [BS610]",15185,37158
2018,"New Brunswick","Health care and social assistance [BS620]",95,37158
2018,"New Brunswick","Arts, entertainment and recreation [BS710]",14498,37158
2018,"New Brunswick","Accommodation and food services [BS720]",126306,37158
2018,"New Brunswick","Other services (except public administration) [BS810]",2022,37158
2018,"New Brunswick","Non-profit institutions serving households [NP000]",16838,37158
2018,"New Brunswick","Government education services [GS610]",47154,37158
2018,"New Brunswick","Government health services [GS620]",14965,37158
2018,"New Brunswick","Other federal government services [GS911]",9576,37158
2018,"New Brunswick","Other provincial and territorial government services [GS912]",12665,37158
2018,"New Brunswick","Other municipal government services [GS913]",8664,37158
2018,"Newfoundland and Labrador","Total industries",11136451,34589
2018,"Newfoundland and Labrador","Crop and animal production [BS11A]",17061,34589
2018,"Newfoundland and Labrador","Forestry and logging [BS113]",11,34589
2018,"Newfoundland and Labrador","Fishing, hunting and trapping [BS114]",57937,34589
2018,"Newfoundland and Labrador","Mining, quarrying, and oil and gas extraction [BS210]",8159188,34589
2018,"Newfoundland and Labrador","Utilities [BS220]",224,34589
2018,"Newfoundland and Labrador","Other activities of the construction industry [BS23E]",4788,34589
2018,"Newfoundland and Labrador","Manufacturing [BS3A0]",1865269,34589
2018,"Newfoundland and Labrador","Wholesale trade [BS410]",97178,34589
2018,"Newfoundland and Labrador","Retail trade [BS4A0]",4319,34589
2018,"Newfoundland and Labrador","Transportation and warehousing [BS4B0]",216067,34589
2018,"Newfoundland and Labrador","Information and cultural industries [BS510]",269052,34589
2018,"Newfoundland and Labrador","Finance, insurance, real estate, rental and leasing and holding companies [BS5B0]",69569,34589
2018,"Newfoundland and Labrador","Professional, scientific and technical services [BS540]",179172,34589
2018,"Newfoundland and Labrador","Administrative and support, waste management and remediation services [BS560]",27751,34589
2018,"Newfoundland and Labrador","Educational services [BS610]",2,34589
2018,"Newfoundland and Labrador","Health care and social assistance [BS620]",92,34589
2018,"Newfoundland and Labrador","Arts, entertainment and recreation [BS710]",9283,34589
2018,"Newfoundland and Labrador","Accommodation and food services [BS720]",104953,34589
2018,"Newfoundland and Labrador","Other services (except public administration) [BS810]",1089,34589
2018,"Newfoundland and Labrador","Non-profit institutions serving households [NP000]",10284,34589
2018,"Newfoundland and Labrador","Government education services [GS610]",25649,34589
2018,"Newfoundland and Labrador","Government health services [GS620]",2781,34589
2018,"Newfoundland and Labrador","Other federal government services [GS911]",6626,34589
2018,"Newfoundland and Labrador","Other provincial and territorial government services [GS912]",5364,34589
2018,"Newfoundland and Labrador","Other municipal government services [GS913]",2747,34589
2018,"Northwest Territories","Total industries",1774241,4708
2018,"Northwest Territories","Crop and animal production [BS11A]",3,4708
2018,"Northwest Territories","Fishing, hunting and trapping [BS114]",352,4708
2018,"Northwest Territories","Mining, quarrying, and oil and gas extraction [BS210]",1598991,4708
2018,"Northwest Territories","Utilities [BS220]",26,4708
2018,"Northwest Territories","Other activities of the construction industry [BS23E]",7718,4708
2018,"Northwest Territories","Manufacturing [BS3A0]",2455,4708
2018,"Northwest Territories","Wholesale trade [BS410]",80307,4708
2018,"Northwest Territories","Retail trade [BS4A0]",245,4708
2018,"Northwest Territories","Transportation and warehousing [BS4B0]",14219,4708
2018,"Northwest Territories","Information and cultural industries [BS510]",3799,4708
2018,"Northwest Territories","Finance, insurance, real estate, rental and leasing and holding companies [BS5B0]",11408,4708
2018,"Northwest Territories","Professional, scientific and technical services [BS540]",3697,4708
2018,"Northwest Territories","Administrative and support, waste management and remediation services [BS560]",5025,4708
2018,"Northwest Territories","Health care and social assistance [BS620]",2,4708
2018,"Northwest Territories","Arts, entertainment and recreation [BS710]",4595,4708
2018,"Northwest Territories","Accommodation and food services [BS720]",11157,4708
2018,"Northwest Territories","Other services (except public administration) [BS810]",62,4708
2018,"Northwest Territories","Non-profit institutions serving households [NP000]",1101,4708
2018,"Northwest Territories","Government education services [GS610]",1868,4708
2018,"Northwest Territories","Government health services [GS620]",2005,4708
2018,"Northwest Territories","Other federal government services [GS911]",1327,4708
2018,"Northwest Territories","Other provincial and territorial government services [GS912]",22420,4708
2018,"Northwest Territories","Other municipal government services [GS913]",1456,4708
2018,"Nova Scotia","Total industries",5270553,44875
2018,"Nova Scotia","Crop and animal production [BS11A]",115736,44875
2018,"Nova Scotia","Forestry and logging [BS113]",891,44875
2018,"Nova Scotia","Fishing, hunting and trapping [BS114]",485578,44875
2018,"Nova Scotia","Support activities for agriculture and forestry [BS115]",21,44875
2018,"Nova Scotia","Mining, quarrying, and oil and gas extraction [BS210]",61548,44875
2018,"Nova Scotia","Utilities [BS220]",3240,44875
2018,"Nova Scotia","Other activities of the construction industry [BS23E]",10140,44875
2018,"Nova Scotia","Manufacturing [BS3A0]",2366906,44875
2018,"Nova Scotia","Wholesale trade [BS410]",336412,44875
2018,"Nova Scotia","Retail trade [BS4A0]",14465,44875
2018,"Nova Scotia","Transportation and warehousing [BS4B0]",496993,44875
2018,"Nova Scotia","Information and cultural industries [BS510]",75284,44875
2018,"Nova Scotia","Finance, insurance, real estate, rental and leasing and holding companies [BS5B0]",298942,44875
2018,"Nova Scotia","Professional, scientific and technical services [BS540]",240939,44875
2018,"Nova Scotia","Administrative and support, waste management and remediation services [BS560]",156863,44875
2018,"Nova Scotia","Educational services [BS610]",4701,44875
2018,"Nova Scotia","Health care and social assistance [BS620]",15,44875
2018,"Nova Scotia","Arts, entertainment and recreation [BS710]",35823,44875
2018,"Nova Scotia","Accommodation and food services [BS720]",262740,44875
2018,"Nova Scotia","Other services (except public administration) [BS810]",2661,44875
2018,"Nova Scotia","Non-profit institutions serving households [NP000]",20306,44875
2018,"Nova Scotia","Government education services [GS610]",188717,44875
2018,"Nova Scotia","Government health services [GS620]",27707,44875
2018,"Nova Scotia","Other federal government services [GS911]",29982,44875
2018,"Nova Scotia","Other provincial and territorial government services [GS912]",12789,44875
2018,"Nova Scotia","Other municipal government services [GS913]",21159,44875
2018,"Nunavut","Total industries",611607,3168
2018,"Nunavut","Fishing, hunting and trapping [BS114]",800,3168
2018,"Nunavut","Mining, quarrying, and oil and gas extraction [BS210]",587443,3168
2018,"Nunavut","Utilities [BS220]",68,3168
2018,"Nunavut","Other activities of the construction industry [BS23E]",192,3168
2018,"Nunavut","Manufacturing [BS3A0]",288,3168
2018,"Nunavut","Wholesale trade [BS410]",27,3168
2018,"Nunavut","Retail trade [BS4A0]",224,3168
2018,"Nunavut","Transportation and warehousing [BS4B0]",2080,3168
2018,"Nunavut","Information and cultural industries [BS510]",6064,3168
2018,"Nunavut","Finance, insurance, real estate, rental and leasing and holding companies [BS5B0]",1263,3168
2018,"Nunavut","Professional, scientific and technical services [BS540]",2695,3168
2018,"Nunavut","Administrative and support, waste management and remediation services [BS560]",1396,3168
2018,"Nunavut","Health care and social assistance [BS620]",2,3168
2018,"Nunavut","Arts, entertainment and recreation [BS710]",372,3168
2018,"Nunavut","Accommodation and food services [BS720]",3879,3168
2018,"Nunavut","Other services (except public administration) [BS810]",61,3168
2018,"Nunavut","Non-profit institutions serving households [NP000]",323,3168
2018,"Nunavut","Government education services [GS610]",41,3168
2018,"Nunavut","Other federal government services [GS911]",554,3168
2018,"Nunavut","Other provincial and territorial government services [GS912]",703,3168
2018,"Nunavut","Other municipal government services [GS913]",3135,3168
2018,"Ontario","Total industries",169100700,860103
2018,"Ontario","Crop and animal production [BS11A]",3887205,860103
2018,"Ontario","Forestry and logging [BS113]",17298,860103
2018,"Ontario","Fishing, hunting and trapping [BS114]",10855,860103
2018,"Ontario","Support activities for agriculture and forestry [BS115]",2105,860103
2018,"Ontario","Mining, quarrying, and oil and gas extraction [BS210]",1533921,860103
2018,"Ontario","Utilities [BS220]",912224,860103
2018,"Ontario","Other activities of the construction industry [BS23E]",176179,860103
2018,"Ontario","Manufacturing [BS3A0]",94018414,860103
2018,"Ontario","Wholesale trade [BS410]",13316116,860103
2018,"Ontario","Retail trade [BS4A0]",275663,860103
2018,"Ontario","Transportation and warehousing [BS4B0]",9542366,860103
2018,"Ontario","Information and cultural industries [BS510]",4484328,860103
2018,"Ontario","Finance, insurance, real estate, rental and leasing and holding companies [BS5B0]",9891625,860103
2018,"Ontario","Professional, scientific and technical services [BS540]",13383808,860103
2018,"Ontario","Administrative and support, waste management and remediation services [BS560]",5459770,860103
2018,"Ontario","Educational services [BS610]",1171,860103
2018,"Ontario","Health care and social assistance [BS620]",2194,860103
2018,"Ontario","Arts, entertainment and recreation [BS710]",1171259,860103
2018,"Ontario","Accommodation and food services [BS720]",4569921,860103
2018,"Ontario","Other services (except public administration) [BS810]",57655,860103
2018,"Ontario","Non-profit institutions serving households [NP000]",583706,860103
2018,"Ontario","Government education services [GS610]",3537684,860103
2018,"Ontario","Government health services [GS620]",573549,860103
2018,"Ontario","Other federal government services [GS911]",1024573,860103
2018,"Ontario","Other provincial and territorial government services [GS912]",291180,860103
2018,"Ontario","Other municipal government services [GS913]",375940,860103
2018,"Prince Edward Island","Total industries",1144571,6983
2018,"Prince Edward Island","Crop and animal production [BS11A]",88163,6983
2018,"Prince Edward Island","Forestry and logging [BS113]",5,6983
2018,"Prince Edward Island","Fishing, hunting and trapping [BS114]",34581,6983
2018,"Prince Edward Island","Support activities for agriculture and forestry [BS115]",0,6983
2018,"Prince Edward Island","Mining, quarrying, and oil and gas extraction [BS210]",2344,6983
2018,"Prince Edward Island","Utilities [BS220]",94,6983
2018,"Prince Edward Island","Other activities of the construction industry [BS23E]",77,6983
2018,"Prince Edward Island","Manufacturing [BS3A0]",678170,6983
2018,"Prince Edward Island","Wholesale trade [BS410]",53644,6983
2018,"Prince Edward Island","Retail trade [BS4A0]",2526,6983
2018,"Prince Edward Island","Transportation and warehousing [BS4B0]",122965,6983
2018,"Prince Edward Island","Information and cultural industries [BS510]",5057,6983
2018,"Prince Edward Island","Finance, insurance, real estate, rental and leasing and holding companies [BS5B0]",29005,6983
2018,"Prince Edward Island","Professional, scientific and technical services [BS540]",16261,6983
