"Year","GEO","Industry","VA_EXP","GDP"
2014,"Ontario","Arts, entertainment and recreation [BS710]",924911,727042
2014,"Ontario","Accommodation and food services [BS720]",3391598,727042
2014,"Ontario","Other services (except public administration) [BS810]",52582,727042
2014,"Ontario","Non-profit institutions serving households [NP000]",342793,727042
2014,"Ontario","Government education services [GS610]",1810696,727042
2014,"Ontario","Government health services [GS620]",395680,727042
2014,"Ontario","Other federal government services [GS911]",861407,727042
2014,"Ontario","Other provincial and territorial government services [GS912]",256944,727042
2014,"Ontario","Other municipal government services [GS913]",304459,727042
2014,"Prince Edward Island","Total industries",872755,5858
2014,"Prince Edward Island","Crop and animal production [BS11A]",64838,5858
2014,"Prince Edward Island","Forestry and logging [BS113]",17,5858
2014,"Prince Edward Island","Fishing, hunting and trapping [BS114]",27665,5858
2014,"Prince Edward Island","Support activities for agriculture and forestry [BS115]",0,5858
2014,"Prince Edward Island","Mining, quarrying, and oil and gas extraction [BS210]",7,5858
2014,"Prince Edward Island","Utilities [BS220]",0,5858
2014,"Prince Edward Island","Other activities of the construction industry [BS23E]",56,5858
2014,"Prince Edward Island","Manufacturing [BS3A0]",520652,5858
2014,"Prince Edward Island","Wholesale trade [BS410]",54798,5858
2014,"Prince Edward Island","Retail trade [BS4A0]",1753,5858
2014,"Prince Edward Island","Transportation and warehousing [BS4B0]",80642,5858
2014,"Prince Edward Island","Information and cultural industries [BS510]",6349,5858
2014,"Prince Edward Island","Finance, insurance, real estate, rental and leasing and holding companies [BS5B0]",25993,5858
2014,"Prince Edward Island","Professional, scientific and technical services [BS540]",9860,5858
2014,"Prince Edward Island","Administrative and support, waste management and remediation services [BS560]",13346,5858
2014,"Prince Edward Island","Educational services [BS610]",1579,5858
2014,"Prince Edward Island","Health care and social assistance [BS620]",2,5858
2014,"Prince Edward Island","Arts, entertainment and recreation [BS710]",4936,5858
2014,"Prince Edward Island","Accommodation and food services [BS720]",37507,5858
2014,"Prince Edward Island","Other services (except public administration) [BS810]",238,5858
2014,"Prince Edward Island","Non-profit institutions serving households [NP000]",2187,5858
2014,"Prince Edward Island","Government education services [GS610]",13667,5858
2014,"Prince Edward Island","Government health services [GS620]",1546,5858
2014,"Prince Edward Island","Other federal government services [GS911]",1307,5858
2014,"Prince Edward Island","Other provincial and territorial government services [GS912]",3145,5858
2014,"Prince Edward Island","Other municipal government services [GS913]",667,5858
2014,"Quebec","Total industries",68396802,376878
2014,"Quebec","Crop and animal production [BS11A]",1249343,376878
2014,"Quebec","Forestry and logging [BS113]",5668,376878
2014,"Quebec","Fishing, hunting and trapping [BS114]",12791,376878
2014,"Quebec","Support activities for agriculture and forestry [BS115]",594,376878
2014,"Quebec","Mining, quarrying, and oil and gas extraction [BS210]",2750718,376878
2014,"Quebec","Utilities [BS220]",1701312,376878
2014,"Quebec","Other activities of the construction industry [BS23E]",22530,376878
2014,"Quebec","Manufacturing [BS3A0]",39260620,376878
2014,"Quebec","Wholesale trade [BS410]",5363669,376878
2014,"Quebec","Retail trade [BS4A0]",212673,376878
2014,"Quebec","Transportation and warehousing [BS4B0]",4292378,376878
2014,"Quebec","Information and cultural industries [BS510]",1568452,376878
2014,"Quebec","Finance, insurance, real estate, rental and leasing and holding companies [BS5B0]",2255598,376878
2014,"Quebec","Professional, scientific and technical services [BS540]",5319572,376878
2014,"Quebec","Administrative and support, waste management and remediation services [BS560]",1260003,376878
2014,"Quebec","Educational services [BS610]",1103,376878
2014,"Quebec","Health care and social assistance [BS620]",16,376878
2014,"Quebec","Arts, entertainment and recreation [BS710]",396525,376878
2014,"Quebec","Accommodation and food services [BS720]",1523853,376878
2014,"Quebec","Other services (except public administration) [BS810]",42042,376878
2014,"Quebec","Non-profit institutions serving households [NP000]",85283,376878
2014,"Quebec","Government education services [GS610]",506825,376878
2014,"Quebec","Government health services [GS620]",182839,376878
2014,"Quebec","Other federal government services [GS911]",203149,376878
2014,"Quebec","Other provincial and territorial government services [GS912]",105774,376878
2014,"Quebec","Other municipal government services [GS913]",73472,376878
2014,"Saskatchewan","Total industries",28784405,82905
2014,"Saskatchewan","Crop and animal production [BS11A]",5016976,82905
2014,"Saskatchewan","Forestry and logging [BS113]",727,82905
2014,"Saskatchewan","Fishing, hunting and trapping [BS114]",1033,82905
2014,"Saskatchewan","Support activities for agriculture and forestry [BS115]",6,82905
2014,"Saskatchewan","Mining, quarrying, and oil and gas extraction [BS210]",17041757,82905
2014,"Saskatchewan","Utilities [BS220]",8653,82905
2014,"Saskatchewan","Other activities of the construction industry [BS23E]",550,82905
2014,"Saskatchewan","Manufacturing [BS3A0]",2837427,82905
2014,"Saskatchewan","Wholesale trade [BS410]",1252801,82905
2014,"Saskatchewan","Retail trade [BS4A0]",9395,82905
2014,"Saskatchewan","Transportation and warehousing [BS4B0]",1941655,82905
2014,"Saskatchewan","Information and cultural industries [BS510]",56561,82905
2014,"Saskatchewan","Finance, insurance, real estate, rental and leasing and holding companies [BS5B0]",168456,82905
2014,"Saskatchewan","Professional, scientific and technical services [BS540]",159080,82905
2014,"Saskatchewan","Administrative and support, waste management and remediation services [BS560]",68385,82905
2014,"Saskatchewan","Educational services [BS610]",326,82905
2014,"Saskatchewan","Health care and social assistance [BS620]",10,82905
2014,"Saskatchewan","Arts, entertainment and recreation [BS710]",27764,82905
2014,"Saskatchewan","Accommodation and food services [BS720]",86938,82905
2014,"Saskatchewan","Other services (except public administration) [BS810]",1814,82905
2014,"Saskatchewan","Non-profit institutions serving households [NP000]",6305,82905
2014,"Saskatchewan","Government education services [GS610]",63771,82905
2014,"Saskatchewan","Government health services [GS620]",7222,82905
2014,"Saskatchewan","Other federal government services [GS911]",5382,82905
2014,"Saskatchewan","Other provincial and territorial government services [GS912]",12860,82905
2014,"Saskatchewan","Other municipal government services [GS913]",8552,82905
2014,"Yukon","Total industries",325160,2744
2014,"Yukon","Crop and animal production [BS11A]",103,2744
2014,"Yukon","Forestry and logging [BS113]",0,2744
2014,"Yukon","Fishing, hunting and trapping [BS114]",334,2744
2014,"Yukon","Mining, quarrying, and oil and gas extraction [BS210]",240831,2744
2014,"Yukon","Utilities [BS220]",166,2744
2014,"Yukon","Other activities of the construction industry [BS23E]",47,2744
2014,"Yukon","Manufacturing [BS3A0]",989,2744
2014,"Yukon","Wholesale trade [BS410]",1553,2744
2014,"Yukon","Retail trade [BS4A0]",609,2744
2014,"Yukon","Transportation and warehousing [BS4B0]",9659,2744
2014,"Yukon","Information and cultural industries [BS510]",4682,2744
2014,"Yukon","Finance, insurance, real estate, rental and leasing and holding companies [BS5B0]",7104,2744
2014,"Yukon","Professional, scientific and technical services [BS540]",26948,2744
2014,"Yukon","Administrative and support, waste management and remediation services [BS560]",1228,2744
2014,"Yukon","Health care and social assistance [BS620]",9,2744
2014,"Yukon","Arts, entertainment and recreation [BS710]",2150,2744
2014,"Yukon","Accommodation and food services [BS720]",24853,2744
2014,"Yukon","Other services (except public administration) [BS810]",124,2744
2014,"Yukon","Non-profit institutions serving households [NP000]",734,2744
2014,"Yukon","Government education services [GS610]",19,2744
2014,"Yukon","Government health services [GS620]",672,2744
2014,"Yukon","Other federal government services [GS911]",740,2744
2014,"Yukon","Other provincial and territorial government services [GS912]",567,2744
2014,"Yukon","Other municipal government services [GS913]",1039,2744
2015,"Alberta","Total industries",78268654,324054
2015,"Alberta","Crop and animal production [BS11A]",3483544,324054
2015,"Alberta","Forestry and logging [BS113]",1175,324054
2015,"Alberta","Fishing, hunting and trapping [BS114]",189,324054
2015,"Alberta","Support activities for agriculture and forestry [BS115]",845,324054
2015,"Alberta","Mining, quarrying, and oil and gas extraction [BS210]",43639545,324054
2015,"Alberta","Utilities [BS220]",85094,324054
2015,"Alberta","Other activities of the construction industry [BS23E]",52287,324054
2015,"Alberta","Manufacturing [BS3A0]",16003570,324054
2015,"Alberta","Wholesale trade [BS410]",2686417,324054
2015,"Alberta","Retail trade [BS4A0]",103456,324054
2015,"Alberta","Transportation and warehousing [BS4B0]",6984857,324054
2015,"Alberta","Information and cultural industries [BS510]",230704,324054
2015,"Alberta","Finance, insurance, real estate, rental and leasing and holding companies [BS5B0]",1001452,324054
2015,"Alberta","Professional, scientific and technical services [BS540]",2044638,324054
2015,"Alberta","Administrative and support, waste management and remediation services [BS560]",271548,324054
2015,"Alberta","Educational services [BS610]",1167,324054
2015,"Alberta","Health care and social assistance [BS620]",25,324054
2015,"Alberta","Arts, entertainment and recreation [BS710]",149673,324054
2015,"Alberta","Accommodation and food services [BS720]",961037,324054
2015,"Alberta","Other services (except public administration) [BS810]",53132,324054
2015,"Alberta","Non-profit institutions serving households [NP000]",41721,324054
2015,"Alberta","Government education services [GS610]",311357,324054
2015,"Alberta","Government health services [GS620]",22291,324054
2015,"Alberta","Other federal government services [GS911]",22907,324054
2015,"Alberta","Other provincial and territorial government services [GS912]",66298,324054
2015,"Alberta","Other municipal government services [GS913]",49338,324054
2015,"Alberta","Other aboriginal government services [GS914]",393,324054
2015,"British Columbia","Total industries",43941729,250784
2015,"British Columbia","Crop and animal production [BS11A]",1857502,250784
2015,"British Columbia","Forestry and logging [BS113]",423213,250784
2015,"British Columbia","Fishing, hunting and trapping [BS114]",161278,250784
2015,"British Columbia","Support activities for agriculture and forestry [BS115]",377,250784
2015,"British Columbia","Mining, quarrying, and oil and gas extraction [BS210]",5235389,250784
2015,"British Columbia","Utilities [BS220]",453831,250784
2015,"British Columbia","Other activities of the construction industry [BS23E]",16818,250784
2015,"British Columbia","Manufacturing [BS3A0]",14835575,250784
2015,"British Columbia","Wholesale trade [BS410]",3150267,250784
2015,"British Columbia","Retail trade [BS4A0]",206329,250784
2015,"British Columbia","Transportation and warehousing [BS4B0]",6143879,250784
2015,"British Columbia","Information and cultural industries [BS510]",1210866,250784
2015,"British Columbia","Finance, insurance, real estate, rental and leasing and holding companies [BS5B0]",1583164,250784
2015,"British Columbia","Professional, scientific and technical services [BS540]",3188585,250784
2015,"British Columbia","Administrative and support, waste management and remediation services [BS560]",876294,250784
2015,"British Columbia","Educational services [BS610]",10349,250784
2015,"British Columbia","Health care and social assistance [BS620]",26,250784
2015,"British Columbia","Arts, entertainment and recreation [BS710]",473610,250784
2015,"British Columbia","Accommodation and food services [BS720]",2611440,250784
2015,"British Columbia","Other services (except public administration) [BS810]",50946,250784
2015,"British Columbia","Non-profit institutions serving households [NP000]",258649,250784
2015,"British Columbia","Government education services [GS610]",801461,250784
2015,"British Columbia","Government health services [GS620]",74491,250784
2015,"British Columbia","Other federal government services [GS911]",67612,250784
2015,"British Columbia","Other provincial and territorial government services [GS912]",98195,250784
2015,"British Columbia","Other municipal government services [GS913]",151584,250784
2015,"Canada","Total industries",401177749,1990441
2015,"Canada","Crop and animal production [BS11A]",18385627,1990441
2015,"Canada","Forestry and logging [BS113]",476406,1990441
2015,"Canada","Fishing, hunting and trapping [BS114]",883712,1990441
2015,"Canada","Support activities for agriculture and forestry [BS115]",4961,1990441
2015,"Canada","Mining, quarrying, and oil and gas extraction [BS210]",71488031,1990441
2015,"Canada","Utilities [BS220]",3465139,1990441
2015,"Canada","Residential building construction [BS23A]",0,1990441
2015,"Canada","Other activities of the construction industry [BS23E]",342249,1990441
2015,"Canada","Manufacturing [BS3A0]",178952200,1990441
2015,"Canada","Wholesale trade [BS410]",27257546,1990441
2015,"Canada","Retail trade [BS4A0]",775694,1990441
2015,"Canada","Transportation and warehousing [BS4B0]",30268049,1990441
2015,"Canada","Information and cultural industries [BS510]",6163159,1990441
2015,"Canada","Finance, insurance, real estate, rental and leasing and holding companies [BS5B0]",14271224,1990441
2015,"Canada","Professional, scientific and technical services [BS540]",20041900,1990441
2015,"Canada","Administrative and support, waste management and remediation services [BS560]",7852064,1990441
2015,"Canada","Educational services [BS610]",233222,1990441
2015,"Canada","Health care and social assistance [BS620]",199,1990441
2015,"Canada","Arts, entertainment and recreation [BS710]",2227599,1990441
2015,"Canada","Accommodation and food services [BS720]",9555438,1990441
2015,"Canada","Other services (except public administration) [BS810]",221393,1990441
2015,"Canada","Non-profit institutions serving households [NP000]",836020,1990441
2015,"Canada","Government education services [GS610]",4223064,1990441
2015,"Canada","Government health services [GS620]",816637,1990441
2015,"Canada","Other federal government services [GS911]",1210384,1990441
2015,"Canada","Other provincial and territorial government services [GS912]",566230,1990441
2015,"Canada","Other municipal government services [GS913]",658927,1990441
2015,"Canada","Other aboriginal government services [GS914]",670,1990441
2015,"Manitoba","Total industries",11583104,65943
2015,"Manitoba","Crop and animal production [BS11A]",1926425,65943
2015,"Manitoba","Forestry and logging [BS113]",151,65943
2015,"Manitoba","Fishing, hunting and trapping [BS114]",6383,65943
2015,"Manitoba","Mining, quarrying, and oil and gas extraction [BS210]",695438,65943
2015,"Manitoba","Utilities [BS220]",394532,65943
2015,"Manitoba","Other activities of the construction industry [BS23E]",8237,65943
2015,"Manitoba","Manufacturing [BS3A0]",5153723,65943
2015,"Manitoba","Wholesale trade [BS410]",831315,65943
2015,"Manitoba","Retail trade [BS4A0]",32991,65943
2015,"Manitoba","Transportation and warehousing [BS4B0]",1497550,65943
2015,"Manitoba","Information and cultural industries [BS510]",57791,65943
2015,"Manitoba","Finance, insurance, real estate, rental and leasing and holding companies [BS5B0]",281887,65943
2015,"Manitoba","Professional, scientific and technical services [BS540]",241414,65943
2015,"Manitoba","Administrative and support, waste management and remediation services [BS560]",94962,65943
2015,"Manitoba","Educational services [BS610]",742,65943
2015,"Manitoba","Health care and social assistance [BS620]",6,65943
2015,"Manitoba","Arts, entertainment and recreation [BS710]",54074,65943
2015,"Manitoba","Accommodation and food services [BS720]",150688,65943
2015,"Manitoba","Other services (except public administration) [BS810]",3341,65943
2015,"Manitoba","Non-profit institutions serving households [NP000]",15765,65943
2015,"Manitoba","Government education services [GS610]",85019,65943
2015,"Manitoba","Government health services [GS620]",17666,65943
2015,"Manitoba","Other federal government services [GS911]",17958,65943
2015,"Manitoba","Other provincial and territorial government services [GS912]",6921,65943
2015,"Manitoba","Other municipal government services [GS913]",7839,65943
2015,"Manitoba","Other aboriginal government services [GS914]",277,65943
2015,"New Brunswick","Total industries",6090709,33453
2015,"New Brunswick","Crop and animal production [BS11A]",141004,33453
2015,"New Brunswick","Forestry and logging [BS113]",22857,33453
2015,"New Brunswick","Fishing, hunting and trapping [BS114]",130783,33453
2015,"New Brunswick","Support activities for agriculture and forestry [BS115]",251,33453
2015,"New Brunswick","Mining, quarrying, and oil and gas extraction [BS210]",224933,33453
2015,"New Brunswick","Utilities [BS220]",203904,33453
2015,"New Brunswick","Other activities of the construction industry [BS23E]",1200,33453
2015,"New Brunswick","Manufacturing [BS3A0]",3686868,33453
2015,"New Brunswick","Wholesale trade [BS410]",239671,33453
2015,"New Brunswick","Retail trade [BS4A0]",2889,33453
2015,"New Brunswick","Transportation and warehousing [BS4B0]",819187,33453
2015,"New Brunswick","Information and cultural industries [BS510]",29432,33453
2015,"New Brunswick","Finance, insurance, real estate, rental and leasing and holding companies [BS5B0]",101746,33453
2015,"New Brunswick","Professional, scientific and technical services [BS540]",161974,33453
2015,"New Brunswick","Administrative and support, waste management and remediation services [BS560]",92239,33453
2015,"New Brunswick","Educational services [BS610]",19687,33453
2015,"New Brunswick","Health care and social assistance [BS620]",6,33453
2015,"New Brunswick","Arts, entertainment and recreation [BS710]",12102,33453
2015,"New Brunswick","Accommodation and food services [BS720]",90506,33453
2015,"New Brunswick","Other services (except public administration) [BS810]",2073,33453
2015,"New Brunswick","Non-profit institutions serving households [NP000]",12750,33453
2015,"New Brunswick","Government education services [GS610]",46947,33453
2015,"New Brunswick","Government health services [GS620]",21772,33453
2015,"New Brunswick","Other federal government services [GS911]",8434,33453
2015,"New Brunswick","Other provincial and territorial government services [GS912]",7147,33453
2015,"New Brunswick","Other municipal government services [GS913]",10343,33453
2015,"Newfoundland and Labrador","Total industries",6036338,31161
2015,"Newfoundland and Labrador","Crop and animal production [BS11A]",19560,31161
2015,"Newfoundland and Labrador","Forestry and logging [BS113]",131,31161
2015,"Newfoundland and Labrador","Fishing, hunting and trapping [BS114]",57390,31161
2015,"Newfoundland and Labrador","Mining, quarrying, and oil and gas extraction [BS210]",3852894,31161
2015,"Newfoundland and Labrador","Utilities [BS220]",6,31161
2015,"Newfoundland and Labrador","Other activities of the construction industry [BS23E]",1857,31161
2015,"Newfoundland and Labrador","Manufacturing [BS3A0]",1297297,31161
2015,"Newfoundland and Labrador","Wholesale trade [BS410]",127110,31161
2015,"Newfoundland and Labrador","Retail trade [BS4A0]",3158,31161
2015,"Newfoundland and Labrador","Transportation and warehousing [BS4B0]",165714,31161
2015,"Newfoundland and Labrador","Information and cultural industries [BS510]",247560,31161
2015,"Newfoundland and Labrador","Finance, insurance, real estate, rental and leasing and holding companies [BS5B0]",66698,31161
2015,"Newfoundland and Labrador","Professional, scientific and technical services [BS540]",57097,31161
2015,"Newfoundland and Labrador","Administrative and support, waste management and remediation services [BS560]",28852,31161
2015,"Newfoundland and Labrador","Educational services [BS610]",153,31161
2015,"Newfoundland and Labrador","Health care and social assistance [BS620]",6,31161
2015,"Newfoundland and Labrador","Arts, entertainment and recreation [BS710]",6130,31161
2015,"Newfoundland and Labrador","Accommodation and food services [BS720]",68611,31161
2015,"Newfoundland and Labrador","Other services (except public administration) [BS810]",1074,31161
2015,"Newfoundland and Labrador","Non-profit institutions serving households [NP000]",5331,31161
2015,"Newfoundland and Labrador","Government education services [GS610]",17538,31161
2015,"Newfoundland and Labrador","Government health services [GS620]",3181,31161
2015,"Newfoundland and Labrador","Other federal government services [GS911]",4394,31161
2015,"Newfoundland and Labrador","Other provincial and territorial government services [GS912]",2543,31161
2015,"Newfoundland and Labrador","Other municipal government services [GS913]",2048,31161
2015,"Northwest Territories","Total industries",1584600,4721
2015,"Northwest Territories","Crop and animal production [BS11A]",0,4721
2015,"Northwest Territories","Fishing, hunting and trapping [BS114]",354,4721
2015,"Northwest Territories","Mining, quarrying, and oil and gas extraction [BS210]",1399435,4721
2015,"Northwest Territories","Utilities [BS220]",280,4721
2015,"Northwest Territories","Other activities of the construction industry [BS23E]",10140,4721
2015,"Northwest Territories","Manufacturing [BS3A0]",7679,4721
2015,"Northwest Territories","Wholesale trade [BS410]",70652,4721
2015,"Northwest Territories","Retail trade [BS4A0]",417,4721
2015,"Northwest Territories","Transportation and warehousing [BS4B0]",21397,4721
2015,"Northwest Territories","Information and cultural industries [BS510]",3591,4721
2015,"Northwest Territories","Finance, insurance, real estate, rental and leasing and holding companies [BS5B0]",15843,4721
2015,"Northwest Territories","Professional, scientific and technical services [BS540]",10448,4721
2015,"Northwest Territories","Administrative and support, waste management and remediation services [BS560]",12639,4721
2015,"Northwest Territories","Health care and social assistance [BS620]",3,4721
2015,"Northwest Territories","Arts, entertainment and recreation [BS710]",4394,4721
2015,"Northwest Territories","Accommodation and food services [BS720]",8881,4721
2015,"Northwest Territories","Other services (except public administration) [BS810]",92,4721
2015,"Northwest Territories","Non-profit institutions serving households [NP000]",646,4721
2015,"Northwest Territories","Government education services [GS610]",2240,4721
2015,"Northwest Territories","Government health services [GS620]",4173,4721
2015,"Northwest Territories","Other federal government services [GS911]",1827,4721
2015,"Northwest Territories","Other provincial and territorial government services [GS912]",7744,4721
2015,"Northwest Territories","Other municipal government services [GS913]",1724,4721
2015,"Nova Scotia","Total industries",4638106,40701
2015,"Nova Scotia","Crop and animal production [BS11A]",126402,40701
2015,"Nova Scotia","Forestry and logging [BS113]",762,40701
2015,"Nova Scotia","Fishing, hunting and trapping [BS114]",459617,40701
2015,"Nova Scotia","Support activities for agriculture and forestry [BS115]",34,40701
2015,"Nova Scotia","Mining, quarrying, and oil and gas extraction [BS210]",122906,40701
2015,"Nova Scotia","Utilities [BS220]",1206,40701
2015,"Nova Scotia","Other activities of the construction industry [BS23E]",10754,40701
2015,"Nova Scotia","Manufacturing [BS3A0]",2062912,40701
2015,"Nova Scotia","Wholesale trade [BS410]",347614,40701
2015,"Nova Scotia","Retail trade [BS4A0]",6425,40701
2015,"Nova Scotia","Transportation and warehousing [BS4B0]",399189,40701
2015,"Nova Scotia","Information and cultural industries [BS510]",59888,40701
2015,"Nova Scotia","Finance, insurance, real estate, rental and leasing and holding companies [BS5B0]",228429,40701
2015,"Nova Scotia","Professional, scientific and technical services [BS540]",173278,40701
2015,"Nova Scotia","Administrative and support, waste management and remediation services [BS560]",152496,40701
2015,"Nova Scotia","Educational services [BS610]",16106,40701
2015,"Nova Scotia","Health care and social assistance [BS620]",7,40701
2015,"Nova Scotia","Arts, entertainment and recreation [BS710]",33787,40701
2015,"Nova Scotia","Accommodation and food services [BS720]",201017,40701
2015,"Nova Scotia","Other services (except public administration) [BS810]",2125,40701
2015,"Nova Scotia","Non-profit institutions serving households [NP000]",13938,40701
2015,"Nova Scotia","Government education services [GS610]",143709,40701
2015,"Nova Scotia","Government health services [GS620]",22940,40701
2015,"Nova Scotia","Other federal government services [GS911]",20439,40701
2015,"Nova Scotia","Other provincial and territorial government services [GS912]",10525,40701
2015,"Nova Scotia","Other municipal government services [GS913]",21601,40701
2015,"Nunavut","Total industries",80856,2421
2015,"Nunavut","Fishing, hunting and trapping [BS114]",1233,2421
2015,"Nunavut","Mining, quarrying, and oil and gas extraction [BS210]",59358,2421
2015,"Nunavut","Utilities [BS220]",348,2421
2015,"Nunavut","Other activities of the construction industry [BS23E]",281,2421
2015,"Nunavut","Manufacturing [BS3A0]",255,2421
2015,"Nunavut","Wholesale trade [BS410]",31,2421
2015,"Nunavut","Retail trade [BS4A0]",183,2421
2015,"Nunavut","Transportation and warehousing [BS4B0]",2091,2421
2015,"Nunavut","Information and cultural industries [BS510]",2610,2421
2015,"Nunavut","Finance, insurance, real estate, rental and leasing and holding companies [BS5B0]",1909,2421
2015,"Nunavut","Professional, scientific and technical services [BS540]",380,2421
2015,"Nunavut","Administrative and support, waste management and remediation services [BS560]",2707,2421
2015,"Nunavut","Health care and social assistance [BS620]",2,2421
2015,"Nunavut","Arts, entertainment and recreation [BS710]",609,2421
2015,"Nunavut","Accommodation and food services [BS720]",2898,2421
2015,"Nunavut","Other services (except public administration) [BS810]",26,2421
2015,"Nunavut","Non-profit institutions serving households [NP000]",213,2421
2015,"Nunavut","Government education services [GS610]",138,2421
2015,"Nunavut","Other federal government services [GS911]",0,2421
2015,"Nunavut","Other provincial and territorial government services [GS912]",1642,2421
2015,"Nunavut","Other municipal government services [GS913]",3945,2421
2015,"Ontario","Total industries",150116125,760435
2015,"Ontario","Crop and animal production [BS11A]",3065840,760435
2015,"Ontario","Forestry and logging [BS113]",19395,760435
2015,"Ontario","Fishing, hunting and trapping [BS114]",12248,760435
2015,"Ontario","Support activities for agriculture and forestry [BS115]",2678,760435
2015,"Ontario","Mining, quarrying, and oil and gas extraction [BS210]",1280841,760435
2015,"Ontario","Utilities [BS220]",774330,760435
2015,"Ontario","Other activities of the construction industry [BS23E]",211806,760435
2015,"Ontario","Manufacturing [BS3A0]",90349784,760435
2015,"Ontario","Wholesale trade [BS410]",12147650,760435
2015,"Ontario","Retail trade [BS4A0]",181188,760435
2015,"Ontario","Transportation and warehousing [BS4B0]",7651467,760435
2015,"Ontario","Information and cultural industries [BS510]",2766287,760435
2015,"Ontario","Finance, insurance, real estate, rental and leasing and holding companies [BS5B0]",8259707,760435
2015,"Ontario","Professional, scientific and technical services [BS540]",9296242,760435
2015,"Ontario","Administrative and support, waste management and remediation services [BS560]",4840966,760435
2015,"Ontario","Educational services [BS610]",181847,760435
2015,"Ontario","Health care and social assistance [BS620]",76,760435
2015,"Ontario","Arts, entertainment and recreation [BS710]",1031580,760435
2015,"Ontario","Accommodation and food services [BS720]",3655514,760435
2015,"Ontario","Other services (except public administration) [BS810]",48562,760435
2015,"Ontario","Non-profit institutions serving households [NP000]",386990,760435
2015,"Ontario","Government education services [GS610]",2131382,760435
2015,"Ontario","Government health services [GS620]",417900,760435
2015,"Ontario","Other federal government services [GS911]",822494,760435
2015,"Ontario","Other provincial and territorial government services [GS912]",256538,760435
2015,"Ontario","Other municipal government services [GS913]",322817,760435
2015,"Prince Edward Island","Total industries",1020033,6088
2015,"Prince Edward Island","Crop and animal production [BS11A]",71185,6088
2015,"Prince Edward Island","Forestry and logging [BS113]",19,6088
2015,"Prince Edward Island","Fishing, hunting and trapping [BS114]",36930,6088
2015,"Prince Edward Island","Support activities for agriculture and forestry [BS115]",0,6088
2015,"Prince Edward Island","Mining, quarrying, and oil and gas extraction [BS210]",0,6088
2015,"Prince Edward Island","Utilities [BS220]",0,6088
2015,"Prince Edward Island","Other activities of the construction industry [BS23E]",71,6088
2015,"Prince Edward Island","Manufacturing [BS3A0]",640548,6088
2015,"Prince Edward Island","Wholesale trade [BS410]",51340,6088
2015,"Prince Edward Island","Retail trade [BS4A0]",1082,6088
2015,"Prince Edward Island","Transportation and warehousing [BS4B0]",88673,6088
2015,"Prince Edward Island","Information and cultural industries [BS510]",4947,6088
2015,"Prince Edward Island","Finance, insurance, real estate, rental and leasing and holding companies [BS5B0]",28266,6088
2015,"Prince Edward Island","Professional, scientific and technical services [BS540]",11096,6088
2015,"Prince Edward Island","Administrative and support, waste management and remediation services [BS560]",11387,6088
2015,"Prince Edward Island","Educational services [BS610]",2773,6088
2015,"Prince Edward Island","Health care and social assistance [BS620]",2,6088
2015,"Prince Edward Island","Arts, entertainment and recreation [BS710]",5778,6088
2015,"Prince Edward Island","Accommodation and food services [BS720]",41798,6088
2015,"Prince Edward Island","Other services (except public administration) [BS810]",352,6088
2015,"Prince Edward Island","Non-profit institutions serving households [NP000]",2448,6088
2015,"Prince Edward Island","Government education services [GS610]",15556,6088
2015,"Prince Edward Island","Government health services [GS620]",1858,6088
2015,"Prince Edward Island","Other federal government services [GS911]",1489,6088
2015,"Prince Edward Island","Other provincial and territorial government services [GS912]",1775,6088
2015,"Prince Edward Island","Other municipal government services [GS913]",658,6088
2015,"Quebec","Total industries",70877302,387667
2015,"Quebec","Crop and animal production [BS11A]",1267406,387667
2015,"Quebec","Forestry and logging [BS113]",7077,387667
2015,"Quebec","Fishing, hunting and trapping [BS114]",16387,387667
2015,"Quebec","Support activities for agriculture and forestry [BS115]",769,387667
2015,"Quebec","Mining, quarrying, and oil and gas extraction [BS210]",1691306,387667
2015,"Quebec","Utilities [BS220]",1541440,387667
2015,"Quebec","Other activities of the construction industry [BS23E]",28215,387667
2015,"Quebec","Manufacturing [BS3A0]",41810097,387667
2015,"Quebec","Wholesale trade [BS410]",5969162,387667
2015,"Quebec","Retail trade [BS4A0]",224349,387667
2015,"Quebec","Transportation and warehousing [BS4B0]",4765730,387667
2015,"Quebec","Information and cultural industries [BS510]",1496373,387667
2015,"Quebec","Finance, insurance, real estate, rental and leasing and holding companies [BS5B0]",2508623,387667
2015,"Quebec","Professional, scientific and technical services [BS540]",4692347,387667
2015,"Quebec","Administrative and support, waste management and remediation services [BS560]",1390109,387667
2015,"Quebec","Educational services [BS610]",170,387667
2015,"Quebec","Health care and social assistance [BS620]",19,387667
2015,"Quebec","Arts, entertainment and recreation [BS710]",431551,387667
2015,"Quebec","Accommodation and food services [BS720]",1662840,387667
2015,"Quebec","Other services (except public administration) [BS810]",57184,387667
2015,"Quebec","Non-profit institutions serving households [NP000]",90334,387667
2015,"Quebec","Government education services [GS610]",594677,387667
2015,"Quebec","Government health services [GS620]",222222,387667
2015,"Quebec","Other federal government services [GS911]",237260,387667
2015,"Quebec","Other provincial and territorial government services [GS912]",94147,387667
2015,"Quebec","Other municipal government services [GS913]",77509,387667
2015,"Saskatchewan","Total industries",26728074,79680
2015,"Saskatchewan","Crop and animal production [BS11A]",6426571,79680
2015,"Saskatchewan","Forestry and logging [BS113]",1626,79680
2015,"Saskatchewan","Fishing, hunting and trapping [BS114]",627,79680
